balancing_authority,date,daily_peak_mw,daily_min_mw,daily_max_ramp_mw,daily_ramp_std,hours_observed,daily_range_mw,pct_hours_near_peak,z_daily_peak_mw,z_daily_max_ramp_mw,z_pct_hours_near_peak,fragility_z,fragility_01
CISO,2025-01-14,28320.0,21715.0,2601.0,1135.6694053237527,24,6605.0,0.16666666666666666,-0.286346477494499,0.17374906237575552,-0.7003319823485763,-0.8129293974673197,0.12982512177302105
CISO,2025-01-15,27956.0,21645.0,2453.0,1134.8678879889085,24,6311.0,0.25,-0.3708175248685276,0.031124697545709314,0.30590266384186665,-0.03379016348095165,0.17113334954113069
CISO,2025-01-16,27504.0,21314.0,2516.0,1108.5935043878865,24,6190.0,0.20833333333333334,-0.4757101441351785,0.0918364204125533,-0.19721465925335463,-0.5810883829759799,0.14211681626721132
CISO,2025-01-17,28219.0,21415.0,2300.0,1043.5226156032088,24,6804.0,0.20833333333333334,-0.3097848725076223,-0.11631805798805465,-0.19721465925335463,-0.6233175897490316,0.13987791772924046
CISO,2025-01-18,26564.0,20686.0,1901.0,823.5050915869101,24,5878.0,0.20833333333333334,-0.6938496620790985,-0.5008256361447333,-0.19721465925335463,-1.3918899574771864,0.09912992168756583
CISO,2025-01-19,24935.0,20442.0,2122.0,761.6460613868405,24,4493.0,0.20833333333333334,-1.0718808054095725,-0.2878527670404075,-0.19721465925335463,-1.5569482317033347,0.09037889941923513
CISO,2025-01-20,25421.0,20649.0,2199.0,923.5396845361023,24,4772.0,0.3333333333333333,-0.9590980333662267,-0.21364955020315374,1.3121373100323093,0.1393897264629289,0.180314961795537
CISO,2025-01-21,27734.0,21784.0,2507.0,1121.3663435511498,24,5950.0,0.25,-0.42233558123400655,0.08316331714586131,0.30590266384186665,-0.03326960024627862,0.17116094864502326
CISO,2025-01-22,27698.0,21776.0,2506.0,1129.0095409155147,24,5922.0,0.25,-0.4306898606446248,0.08219963900511774,0.30590266384186665,-0.042587557797640396,0.17066693127806834
CISO,2025-01-23,27028.0,21048.0,2439.0,1072.6010644588514,24,5980.0,0.3333333333333333,-0.5861722830089081,0.01763320357529954,1.3121373100323093,0.7435982305987007,0.21234875167487705
CISO,2025-01-24,27048.0,21221.0,2600.0,1101.8520105989141,24,5827.0,0.25,-0.5815310166696758,0.17278538423501194,0.30590266384186665,-0.10284296859279718,0.16747232353042296
CISO,2025-01-25,26205.0,20325.0,1674.0,732.7289620890236,24,5880.0,0.20833333333333334,-0.777160392868319,-0.7195805740935203,-0.19721465925335463,-1.6939556262151938,0.0831150723501568
